pub_sourceid,sourcetitle,AJSC_Codes
17067,Phytomedicine,3002
14902,International Journal of Psychophysiology,2800
23831,Journal of Cardiothoracic and Vascular Anesthesia,2705
14300154705,Neuroethics,2738
22483,Atherosclerosis,2705
14522,Virchows Archiv,2734
29152,Cancer Immunology and Immunotherapy,2730
29763,European Journal of Cancer Prevention,2739
21100218534,Respiratory Investigation,2740
19651,Clinical Microbiology Reviews,2739
14676,Infection,2726
19700201138,Journal of Global Infectious Diseases,2725
130035,Virology Journal,2406
22112,Traffic Injury Prevention,3311
27620,American Journal of Health Promotion,3306
21100203714,Skeletal Muscle,1312
15460,Eating and Weight Disorders,3203
21100451751,Journal of Current Ophthalmology,2731
75857,Therapeutic Research,2700
29860,Consultant,2700
27765,Journal of Forensic Identification,2734
23882,Journal of Molecular and Cellular Cardiology,2705
13774,Clinical and Experimental Ophthalmology,2731
3600148102,Alzheimer's and Dementia,2804
23604,Computer Methods and Programs in Biomedicine,1706
22258,Bioethics,3306
21100338761,Israel Journal of Health Policy Research,2739
16480,Kennedy Institute of Ethics Journal,2910
11500153509,Journal of Oncology Practice,2719
28161,Reproductive BioMedicine Online,2743
29951,Journal of Experimental and Clinical Cancer Research,1306
19700175057,Immunotherapy,2723
23728,Telemedicine Journal and e-Health,2718
28558,BMC Geriatrics,2717
29572,Journal of Biological Regulators and Homeostatic Agents,1306
19660,"Comparative Immunology, Microbiology and Infectious Diseases",2403
18449,Current Opinion in Pulmonary Medicine,2740
16672,Journal of Child and Adolescent Psychopharmacology,2735
12538,European Journal of Clinical Nutrition,2701
22343,Infection and Immunity,2403
4700152252,Sexologies,2729
10100153328,Genes and Nutrition,2712
29094,Cancer Cell International,1306
19489,Archives of Women's Mental Health,2729
13371,HEC Forum,2910
27580,Journal of Assisted Reproduction and Genetics,2716
16800,Journal of Hand Therapy,2742
38688,Journal of Agricultural Safety and Health,1100
21100215107,Frontiers in Physiology,2737
16188,Journal of the International Neuropsychological Society,3203
19700166902,Wiley Interdisciplinary Reviews: Nanomedicine and Nanobiotechnology,2701
27214,Journal of Applied Clinical Medical Physics,3108
17300154735,Obesity Facts,2737
13454,Crisis,2738
18886,Sexuality and Disability,2742
21100199817,Therapeutic Advances in Drug Safety,2736
16561,BMC Medical Imaging,2741
5200152805,Journal of hospital medicine (Online),2911
23985,Neurobiology of Aging,1302
14900,Clinical Neurophysiology,2737
17969,Neurology India,2728
19064,Resuscitation,2711
29689,Emergency Medicine Journal,2706
24267,British Journal of Dermatology,2708
15222,Arthroscopy - Journal of Arthroscopic and Related Surgery,2732
21100248812,Biomedical Journal,2700
13543,Reproduction,2710
20321,International Journal of Offender Therapy and Comparative Criminology,2734
21090,Journal of Sports Sciences,3612
7000153203,Journal of Studies on Alcohol and Drugs,3306
15300154846,Journal of Occupational Medicine and Toxicology,3311
29237,Clinical Social Work Journal,2739
25098,Future of Children,2739
31445,American Journal of Medicine,2700
22267,Human Mutation,2716
17233,Journal of Radiation Research,3108
16800,Journal of Hand Therapy,3612
19900191754,Conflict and Health,2739
14904,Clinical Neurosurgery,2728
130029,Journal of Sexual Medicine,2743
16616,Clinical Radiology,2741
19600166318,Current Aging Science,2717
28093,Age and Ageing,2717
23092,Revista da Sociedade Brasileira de Medicina Tropical,2725
15440,Dialogues in Clinical Neuroscience,2738
29323,Current Opinion in Oncology,1306
19173,Psychosomatics,1201
23035,Journal of Biopharmaceutical Statistics,2736
23689,International Journal of Medical Informatics,2718
4000151501,Giornale Italiano di Cardiologia,2705
18531,European Journal of Cell Biology,1307
19900194818,African Journal of Emergency Medicine,2711
19400157005,Journal of Hard Tissue Biology,1307
4000150701,Experimental and Clinical Transplantation,2747
18730,Psychiatry Research - Neuroimaging,2741
55176,New Medicine,2700
18400,"Medicine, Conflict and Survival",2734
12100155640,Current Opinion in Supportive and Palliative Care,2730
21100307455,Journal of Oral and Facial Pain and Headache,2728
23607,Computerized Medical Imaging and Graphics,2718
29712,Clinical Therapeutics,2736
25491,Diabetes Care,2712
25491,Diabetes Care,2724
28143,Prenatal Diagnosis,2729
26786,Clinical Chemistry,2704
19975,Journal of Urology,2748
4000148706,Clinical and Vaccine Immunology,2403
23053,Journal of Natural Products,1605
38551,Annals of Hepatology,2721
4700152903,Forensic Toxicology,2734
21100314711,Translational Andrology and Urology,2748
21100202730,"Advances in nutrition (Bethesda, Md.)",1106
19700171310,Hormone Research in Paediatrics,2735
20645,Thrombosis Journal,2720
12427,Melanoma Research,2730
22129,Genes and Immunity,1311
19684,Criminology,3308
22097,Neurosurgical Review,2728
29763,European Journal of Cancer Prevention,2730
19400157146,Food Additives and Contaminants: Part B Surveillance,1106
12309,Journal of Social Work Practice,3306
18797,Current Opinion in Immunology,2723
29194,Journal of Aging Studies,2719
29333,Orthopaedic Nursing,2732
145705,Journal of Radiotherapy in Practice,2730
21100403251,International Journal of Women's Dermatology,2708
19500157041,Scandinavian Journal of Pain,2728
28373,Hepatology Research,2721
21100242254,Clinical Endoscopy,2701
19700188394,International Journal of Evidence-Based Healthcare,2719
22427,Journal of Hospital Infection,2725
21100237403,The Lancet Diabetes and Endocrinology,2724
14155,Molecular Genetics and Metabolism,1303
26179,Journal of Pediatric Endocrinology and Metabolism,1310
12429,Molecular Cancer,1313
23602,BMC Medical Informatics and Decision Making,2719
70201,Clinical Neuropsychologist,3203
20137,Canadian Journal of Public Health,2739
5700191214,Molecular Neurodegeneration,2728
28752,Brachytherapy,2730
11700154372,Disability and Rehabilitation: Assistive Technology,3612
25414,Best Practice and Research in Clinical Endocrinology and Metabolism,2712
25300,Journal of Viral Hepatitis,2725
13247,Experimental and Molecular Pathology,1308
60803,Gaceta Sanitaria,2739
29237,Clinical Social Work Journal,3306
21100201770,Health Policy and Technology,2719
27519,International Journal of Gynecological Pathology,2734
18728,"Psychiatry, Psychology and Law",3201
23008,Journal of Clinical Psychopharmacology,2736
21100205991,"Journal of Mental Health Training, Education and Practice",3306
21100237602,Journal of Pharmacy and Nutrition Sciences,2916
21100236605,Journal of Applied Pharmaceutical Science,3000
17600155138,Revue Francaise de Psychosomatique,3202
16671,Emergency Radiology,2741
21100779066,JBJS Reviews,2746
20908,Biotechnic and Histochemistry,2722
18701,Psychiatric Rehabilitation Journal,2742
18256,Revista Iberoamericana de Micologia,2404
19403,Acta Pharmacologica Sinica,3004
21288,Acta Tropica,2725
23607,Computerized Medical Imaging and Graphics,2741
7100153125,Simulation in Healthcare,3304
19700174631,"Allergy, Asthma and Immunology Research",2740
18928,Journal of Human Genetics,1311
4000151705,Journal of Burn Care and Research,2742
11700154372,Disability and Rehabilitation: Assistive Technology,3616
21844,Current Opinion in Infectious Diseases,2725
22083,Cytokine,2720
21100797856,Journal of Extracellular Vesicles,2722
20530,British Journal of Oral and Maxillofacial Surgery,2746
16667,Journal of Cerebral Blood Flow and Metabolism,2808
28386,Indian Journal of Gastroenterology,2715
24412,Community Dental Health,2739
24759,Addiction Research and Theory,2701
21100241668,Pathogens and Disease,2725
21100217607,International Journal of MS Care,2902
13348,Proceedings of the Nutrition Society,2701
28122,Perspectives on Sexual and Reproductive Health,3312
21100254353,New Bioethics,2719
19700188222,Journal of Ginseng Research,1301
17872,Medical Principles and Practice,2700
16263,American Journal of Physical Medicine and Rehabilitation,2742
21817,Clinical Infectious Diseases,2725
23602,BMC Medical Informatics and Decision Making,2718
21100316001,Journal of Biomedical Semantics,1710
15770,Physical and Occupational Therapy in Pediatrics,3612
3900148612,Journal of Clinical Sleep Medicine,2728
22401,Journal of the American College of Cardiology,2705
5800207390,The Clinical Supervisor,2738
21100337102,Sexual Medicine Reviews,2743
19395,BMC Nephrology,2727
21237,Drug Safety,3005
6400153146,Head and Face Medicine,3500
14484,Journal of Neuro-Ophthalmology,2728
12111,Behavioral Medicine,3202
144614,Twin Research and Human Genetics,2729
28471,Ageing and Society,2717
20100195034,Journal of Neurogastroenterology and Motility,2715
19800188016,Journal of Clinical Orthopaedics and Trauma,2732
23827,Journal of Cardiac Surgery,2705
22064,Clinical Genetics,2716
16785,Journal of NeuroVirology,2406
19763,Federal Probation,2734
20032,Acta Radiologica,3614
18745,Psychoneuroendocrinology,2803
19700177504,Diabetology International,2712
29897,International Journal of Clinical Oncology,2730
12127,Behaviour Research and Therapy,3205
145443,Journal of Cancer Research and Therapeutics,2730
21100794825,Health Psychology Open,3203
14287,Behavioural Neurology,2808
29627,Current Opinion in Critical Care,2706
19700166506,Tobacco Induced Diseases,2701
17421,Cytokine and Growth Factor Reviews,2403
28766,Breast Cancer Research and Treatment,2730
24043,Journal of Labelled Compounds and Radiopharmaceuticals,1602
19700175063,European Journal of Mental Health,3200
18122,Nutritional Neuroscience,2701
21100466874,"Infection, Disease and Health",2739
21100369870,The Lancet HIV,2725
22440,Journal of Infectious Diseases,2725
21100244230,Alcohol research : current reviews,3203
29471,American Journal of Orthopsychiatry,3204
6200180178,International Journal of COPD,2719
21100448905,Translational Lung Cancer Research,2730
17552,Acta Neuropathologica,2728
22695,Remedial and Special Education,3304
20373,Sports Medicine,2732
21100204106,Infection and Chemotherapy,2725
13241,"Nutrition, Metabolism and Cardiovascular Diseases",2701
15682,Giornale Italiano di Psicopatologia,2738
25949,Experimental Hematology,1307
17500155019,Orthopaedics and Traumatology: Surgery and Research,2732
17112,Postgraduate Medical Journal,2700
21100324716,Journal of Disability and Religion,2742
29197,Journal of Elder Abuse and Neglect,2717
19700175126,Medical Devices: Evidence and Research,2204
3500148012,Medical Molecular Morphology,1312
13545,Eating Behaviors,3203
13641,Auris Nasus Larynx,2746
19200156705,Current Allergy and Clinical Immunology,2723
29495,International Journal of Biological Markers,2730
21100197167,Govaresh,2721
145673,Annals of African Medicine,2700
25454,Blood,1307
19700201172,Journal of Neurosciences in Rural Practice,2800
24296,Clinics in Dermatology,2708
20667,Asian Pacific Journal of Allergy and Immunology,2403
21100228537,JAMA Dermatology,2708
12554,Oncology,2730
19560,Stress,2738
15849,Journal of Biomedical Science,1312
14012,Psychology and Health,2739
27769,Journal of Forensic Sciences,2734
19700175861,Gut Microbes,2715
25229,American Journal of Drug and Alcohol Abuse,2701
5800207375,European Journal of Sport Science,3612
27775,Legal Medicine,2734
21100241646,Journal of Vascular Surgery: Venous and Lymphatic Disorders,2705
18500157900,"Food Additives and Contaminants - Part A Chemistry, Analysis, Control, Exposure and Risk Assessment",1106
11700154615,Hepatitis Monthly,2721
21909,Journal of Anesthesia,2703
21463,International Journal of Health Geographics,1700
12870,Cognitive Neuropsychiatry,2738
110245,Therapeutic Apheresis and Dialysis,2727
26662,Pancreatology,2712
19651,Clinical Microbiology Reviews,2726
24318,Dermatitis,2723
22886,Developing World Bioethics,2910
4700152489,Targeted Oncology,2730
21786,American Journal of Infection Control,2725
28645,Ultrasound in Obstetrics and Gynecology,2729
19300156817,Circulation: Arrhythmia and Electrophysiology,2705
21752,Chromosoma,2716
22240,Human Biology,1311
23198,European Journal of Vascular and Endovascular Surgery,2705
11700154733,Journal of Biomedical Nanotechnology,2500
17656,Journal of the American Academy of Psychiatry and the Law,2734
29514,Radiation Protection Dosimetry,2741
21100376681,Revista de Senologia y Patologia Mamaria,2730
13547,Eating Disorders,2738
13338,Health Care Analysis,3306
17700156509,Nature Reviews Cardiology,2705
27085,American Journal of Surgical Pathology,2734
15623,Human Reproduction Update,2729
19831,Sleep and Breathing,2733
16319,IEEE Transactions on Nanobioscience,1502
20605,Revista Portuguesa de Cardiologia,2705
21100461914,LGBT Health,2708
11700154372,Disability and Rehabilitation: Assistive Technology,2204
14027,"Psychology, Crime and Law",3308
30072,Journal of Reproductive and Infant Psychology,2743
21100218529,Value in Health Regional Issues,2001
14958,Criminal Behaviour and Mental Health,2734
19700185200,Journal of Natural Medicines,1605
15869,Journal of Clinical Ethics,2700
21082,Pharmaceutical Biology,3003
21100229837,Environmental Sciences: Processes and Impacts,2308
21100229837,Environmental Sciences: Processes and Impacts,2304
14200154710,Tanzania Journal of Health Research,2700
18728,"Psychiatry, Psychology and Law",2734
16101,Human Brain Mapping,2808
13175,Tumori,1306
20122,Women's Health Issues,2913
26086,Experimental and Clinical Endocrinology and Diabetes,2724
21100265033,Human gene therapy. Clinical development,2716
28025,Gait and Posture,2742
21270,Journal of Clinical Immunology,2723
21100386506,Prostate International,2748
29551,Bone,2722
145545,Journal of Postgraduate Medical Institute,2700
11400153330,"Recent Patents on Endocrine, Metabolic and Immune Drug Discovery",2723
25577,Diabetic Medicine,2712
25290,International Journal of Drug Policy,2701
13945,Investigative Ophthalmology and Visual Science,2731
21100338761,Israel Journal of Health Policy Research,2719
19900192592,Journal of Innovative Optical Health Sciences,3107
23845,Journal of Cardiovascular Magnetic Resonance,2714
13679,Ear and Hearing,2733
26119,Hormone and Metabolic Research,2712
23246,Heart Rhythm,2737
19700177555,Molecular Autism,2806
23183,European Heart Journal,2705
12400154749,International Journal of Rheumatic Diseases,2745
21100455430,Translational Cancer Research,1306
16726,Journal of Intellectual Disability Research,2738
14875,International Journal of Behavioral Nutrition and Physical Activity,3612
20779,European Journal of Immunology,2403
19403,Acta Pharmacologica Sinica,2736
19560,Stress,2802
22604,Revista Panamericana de Salud Publica/Pan American Journal of Public Health,2739
11400153335,Recent Patents on Inflammation and Allergy Drug Discovery,2723
24413,Community Dentistry and Oral Epidemiology,3500
21834,Current HIV Research,2725
20862,Trends in Microbiology,2406
14102,Journal of Steroid Biochemistry and Molecular Biology,1313
29572,Journal of Biological Regulators and Homeostatic Agents,2737
21100466871,Review Journal of Autism and Developmental Disorders,2805
17293,Molecular Imaging and Biology,2741
17846,Der Radiologe,2741
11700154364,Alter,2738
14309,Otolaryngologic Clinics of North America,2733
21100459104,Experimental Hematology and Oncology,1306
14200154738,Cancer Microenvironment,2730
69812,Thermology International,2707
21100200823,International Archives of Otorhinolaryngology,2733
16667,Journal of Cerebral Blood Flow and Metabolism,2705
21100775590,Games for health journal,2739
16834,Journal of the Peripheral Nervous System,2800
20934,"Sport, Education and Society",3304
13035,Annals of Human Biology,2739
23752,Hypertension Research,1314
14900,Clinical Neurophysiology,2808
17990,Neuropathology and Applied Neurobiology,2722
4700151734,Forschende Komplementarmedizin,2707
21100467801,Tissue Barriers,1303
17664,American Journal of Psychiatry,2738
19172,Psychosomatic Medicine,3202
20471,Pediatric Nephrology,2735
19700175164,Frontiers in Human Neuroscience,2808
21100255088,Journal of Water Sanitation and Hygiene for Development,3303
19885,Stress and Health,3202
28650,Zeitschrift fur Geburtshilfe und Neonatologie,2913
15856,Journal of Clinical Densitometry,2712
21100322088,BMJ Supportive and Palliative Care,2917
5800179600,"Philosophy, Ethics, and Humanities in Medicine",1207
23046,Transactions of the Royal Society of Tropical Medicine and Hygiene,2725
21100241668,Pathogens and Disease,2726
21100241668,Pathogens and Disease,2723
29075,Cambridge Quarterly of Healthcare Ethics,2910
145617,Cardiovascular Revascularization Medicine,2705
20548,Urologia Internationalis,2748
21100211114,Music Therapy Perspectives,1210
15106,Journal of Inherited Metabolic Disease,2716
4700152901,International Journal of Diabetes in Developing Countries,2724
29763,European Journal of Cancer Prevention,1306
11400153317,Tissue Engineering - Part C: Methods,1502
21100218027,Journal of Gastric Cancer,2715
13065,Prostate Cancer and Prostatic Diseases,1306
5200153105,Zoonoses and Public Health,2713
17500155152,American Journal on Intellectual and Developmental Disabilities,2735
11000153737,Head and Neck,2733
4000148901,Congenital Heart Disease,2705
145395,Journal of Research in Medical Sciences,2700
19508,Southern Medical Journal,2700
22235,Heredity,2716
21676,American Journal of Bioethics,2910
12705,Fertility and Sterility,2729
21100466864,Journal for ImmunoTherapy of Cancer,2403
35022,Clinical Medicine,2700
17191,International Journal of Radiation Oncology Biology Physics,2741
25323,Liver Transplantation,2746
28052,Australian Family Physician,2714
18019,NeuroRehabilitation,3612
15754,Pediatric Research,2735
12600154710,Current Orthopaedic Practice,2732
22379,International Journal for Parasitology,2405
14736,Revue Francaise de Psychanalyse,2738
17800156710,Nature reviews. Rheumatology,2745
16675,Journal of Clinical Neurophysiology,1314
28598,Journal of X-Ray Science and Technology,3108
17398,Current Issues in Molecular Biology,2404
5600155041,Zeitschrift fur Sexualforschung,2743
4700152293,Acute Cardiac Care,2711
19876,Journal of Sport Rehabilitation,3612
21100215102,Psychodynamic Psychiatry,3203
14027,"Psychology, Crime and Law",3200
7900153106,Reproductive Sciences,2729
21100211114,Music Therapy Perspectives,3202
22304,Surgeon,2746
19900191881,Ethiopian Journal of Health Development,2739
21100241213,Journal of the International Association of Providers of AIDS Care,2725
29825,Rejuvenation Research,1302
20377,Journal of Quantitative Criminology,3308
17700155407,Journal of Infection in Developing Countries,2404
83472,Romanian Journal of Morphology and Embryology,1307
19669,Current Opinion in Microbiology,2726
26380,Drug and Alcohol Dependence,2736
25527,"Diabetes, Obesity and Metabolism",2724
24469,Child Maltreatment,2735
110175,Psychiatric Services,2738
26574,Annals of Internal Medicine,2724
16675,Journal of Clinical Neurophysiology,2728
21100228531,JAMA Ophthalmology,2731
40637,Zeitschrift fur Gerontologie und Geriatrie,2909
19197,Surgical Infections,2726
15076,Italian Journal of Pediatrics,2735
29954,Journal of Neuro-Oncology,2808
21100204102,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",2746
21100297606,Arthritis and Rheumatology,2723
21100204106,Infection and Chemotherapy,2736
19400158590,Journal of Neurodevelopmental Disorders,2734
5700191205,Forensic Science International: Genetics,1311
16649,Dentomaxillofacial Radiology,2733
22162,Genetic Epidemiology,2713
17942,Neurological Sciences,2708
26727,Thyroid,2712
19700171310,Hormone Research in Paediatrics,1310
21100202714,Drugs and Alcohol Today,2701
21100237613,International Journal of Performance Analysis in Sport,2732
5800207419,Tizard Learning Disability Review,2921
17300154961,MEDICC Review,2700
4700152901,International Journal of Diabetes in Developing Countries,2712
110112,Journal of Immunotherapy,3004
21100201720,Education Therapeutique du Patient,3304
19700174939,Indian Journal of Medical and Paediatric Oncology,2735
21100470165,Advanced Science,1500
19173,Psychosomatics,3202
24793,European Journal of Dermatology,2708
28645,Ultrasound in Obstetrics and Gynecology,2741
19108,Tuberculosis,2404
21676,American Journal of Bioethics,2719
4700152490,Computer-Assisted Radiology and Surgery,2718
20412,Acta Neurochirurgica,2746
29124,Cancer Epidemiology Biomarkers and Prevention,2713
21100433204,"Health promotion and chronic disease prevention in Canada : research, policy and practice",2719
19900191978,European Journal of Psychotherapy and Counselling,2738
19400157151,DMM Disease Models and Mechanisms,2401
14990,Current Neuropharmacology,2736
21100206251,Journal of Trauma and Acute Care Surgery,2706
27769,Journal of Forensic Sciences,1311
15896,Journal of Epidemiology and Community Health,2739
21100386500,CMGH Cellular and Molecular Gastroenterology and Hepatology,2721
20395,ANZ Journal of Surgery,2746
9500153922,American Journal of Reproductive Immunology,2729
19590,Archives of Public Health,2739
23827,Journal of Cardiac Surgery,2746
22411,Inflammopharmacology,3004
21100222534,NeuroImage: Clinical,2728
19700166804,Ticks and Tick-borne Diseases,2405
26411,European Addiction Research,2701
21611,Indian Journal of Surgery,2746
16677,European Journal of Radiology,2741
21100316069,Journal of Clinical and Translational Endocrinology,1310
20000195014,Journal of Oral and Maxillofacial Pathology,2733
13674,Dysphagia,2733
19700185200,Journal of Natural Medicines,3002
19900191817,Turkish Journal of Thoracic and Cardiovascular Surgery,2740
29495,International Journal of Biological Markers,1306
29561,Journals of Gerontology - Series B Psychological Sciences and Social Sciences,2717
21380,Vox Sanguinis,2720
16868,Motor Control,2728
28273,Clinical Gastroenterology and Hepatology,2715
17400154828,Psychological Injury and Law,3308
21100401153,Antimicrobial Resistance and Infection Control,2736
21082,Pharmaceutical Biology,3004
12111,Behavioral Medicine,2738
19400156832,Brain Impairment,2805
20655,Trends in Cardiovascular Medicine,2705
23900,Journal of Vascular Access,2746
22460,Patient Education and Counseling,2700
13422,Psychoanalytic Quarterly,3203
26155,Journal of Oral Pathology and Medicine,2734
24790,Journal of the European Academy of Dermatology and Venereology,2725
18476,European Respiratory Review,2740
71056,MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC,2307
29152,Cancer Immunology and Immunotherapy,1306
30050,Clinical Nutrition,2706
29580,Journal of Comparative Pathology,3400
29920,Croatian Medical Journal,2700
29097,Cancer Chemotherapy and Pharmacology,1306
21308,Health Policy and Planning,2719
13869,Eye and Contact Lens,2731
12435,Molecular Cancer Therapeutics,1306
11400153309,Journal of Hematopathology,2722
18857,Scottish Medical Journal,2700
19818,Clinical Journal of Sport Medicine,2732
14921,Comprehensive Psychiatry,3203
29816,Hematology/Oncology Clinics of North America,2720
26035,Endocrine-Related Cancer,2730
12461,Journal of the National Cancer Institute. Monographs,1306
14183,Aphasiology,2808
29243,Christian Bioethics,1212
28111,BMC Medicine,2700
18500157900,"Food Additives and Contaminants - Part A Chemistry, Analysis, Control, Exposure and Risk Assessment",1600
5700191205,Forensic Science International: Genetics,2734
21100440520,EJNMMI Physics,3105
21100440520,EJNMMI Physics,2204
19700201201,EPMA Journal,3002
50020,Occupational Medicine,2739
19900191564,Journal of International Peacekeeping,3308
19400157207,Journal of the Canadian Urological Association,2730
18500161700,Pain Medicine,2728
28771,Bulletin du Cancer,2720
145178,"American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics",2804
29471,American Journal of Orthopsychiatry,3201
19700174898,Lung India,2740
19700182723,GeroPsych: The Journal of Gerontopsychology and Geriatric Psychiatry,2909
28598,Journal of X-Ray Science and Technology,2741
14155,Molecular Genetics and Metabolism,1312
19400158590,Journal of Neurodevelopmental Disorders,2805
24298,Contact Dermatitis,2708
4700152233,Therapeutics and Clinical Risk Management,2736
21370,Expert Review of Neurotherapeutics,2728
4100151514,Critical care and resuscitation : journal of the Australasian Academy of Critical Care Medicine.,2703
24859,Journal of Dermatological Science,1303
20000195097,Multiple Sclerosis and Related Disorders,2728
29197,Journal of Elder Abuse and Neglect,3301
6000195391,International Journal of Laboratory Hematology,2720
15097,Journal of Child Health Care,2735
20051,BioDrugs,2736
21950,Revista Espanola de Anestesiologia y Reanimacion,2706
12191,Journal of Arthroplasty,2732
21100199779,Korean Journal of Pain,2703
20813,Immunology,2723
12551,Best Practice and Research in Clinical Obstetrics and Gynaecology,2729
19912,Physical Therapy in Sport,3612
19600162142,Leadership in Health Services,2719
17231,Journal of Nuclear Medicine Technology,2741
21100211728,Oman Journal of Ophthalmology,2731
13867,Eye,2731
40970,"Magnetic Resonance Materials in Physics, Biology, and Medicine",3614
18338,Journal of the Royal Society of Medicine,2700
16400154776,Personality and Mental Health,2738
4000148017,Journal of Bioethical Inquiry,2719
14904,Clinical Neurosurgery,2746
11400153309,Journal of Hematopathology,2734
5200152603,Neonatology,2735
17067,Phytomedicine,1313
23235,Heart Lung and Circulation,2740
17243,Journal of Vascular and Interventional Radiology,2705
4700151731,"Applied Physiology, Nutrition and Metabolism",2712
24859,Journal of Dermatological Science,1312
27660,Maturitas,1300
24856,Journal of Cutaneous Medicine and Surgery,2746
130028,Clinical Case Studies,3203
12697,International Journal of Obesity,2701
16675,Journal of Clinical Neurophysiology,2737
25527,"Diabetes, Obesity and Metabolism",1310
14907,Cognitive and Behavioral Neurology,2738
21100403900,Open Medicine (Poland),2700
16820,Journal of the Neurological Sciences,2808
19900191708,Oncotarget,2730
21100790774,GaBI Journal,3611
18993,New Genetics and Society,2910
29451,Aggression and Violent Behavior,2734
30050,Clinical Nutrition,2916
130099,Concepts in Magnetic Resonance Part B: Magnetic Resonance Engineering,3614
20653,Topics in Stroke Rehabilitation,2728
20653,Topics in Stroke Rehabilitation,2905
19700190356,International Journal of Occupational and Environmental Medicine,2739
7600153124,Journal of Hunger and Environmental Nutrition,3306
17845,Radiography,2741
18531,European Journal of Cell Biology,2734
17500155018,Surgical Pathology Clinics,2734
21100390416,Post reproductive health,2729
15946,Journal of Korean Medical Science,2700
28222,Journal of Neuroscience Nursing,2728
15645,Journal of Health and Social Behavior,2739
23155,Current Vascular Pharmacology,2705
23159,Echocardiography,2705
21100200427,Human Vaccines and Immunotherapeutics,2723
16246,Journal of Alzheimer's Disease,2717
19700175057,Immunotherapy,2730
19900191908,Innovations in Clinical Neuroscience,2738
17500155112,Iranian Journal of Kidney Diseases,2727
26082,European Journal of Endocrinology,1310
16819,Journal of the History of the Neurosciences,2800
14320,Brain and Development,2806
14872,Child Psychiatry and Human Development,2738
19887,Journal of Sports Medicine and Physical Fitness,2732
20813,Immunology,2403
12978,Prehospital Emergency Care,2711
11200153565,Pigment Cell and Melanoma Research,1300
29324,Online Journal of Nursing Informatics,2901
12982,Prosthetics and Orthotics International,2742
14236,"Culture, Health and Sexuality",3306
19700174982,Tanaffos,2706
17600155138,Revue Francaise de Psychosomatique,2738
13318,Hastings Center Report,1211
19600166325,Cardiovascular Engineering and Technology,2204
25440,Canadian Journal of Diabetes,1310
4700152903,Forensic Toxicology,2704
28652,Clinical Gerontologist,3306
28253,Bailliere's Best Practice and Research in Clinical Gastroenterology,2715
11700154204,Brain Stimulation,2800
19499,BMC Women's Health,2743
5000155600,Health Education,3304
21100255088,Journal of Water Sanitation and Hygiene for Development,2312
22245,Human Genetics,2716
24514,Clinical Child Psychology and Psychiatry,2735
27682,European Journal of Cardiovascular Nursing,2902
38012,Journal of Alternative and Complementary Medicine,2707
29152,Cancer Immunology and Immunotherapy,2723
12100157014,Diagnostic Histopathology,2722
29323,Current Opinion in Oncology,2730
15450,Journal of Contemporary Psychotherapy,3203
19961,Molecular Medicine,2716
21339,"Health, Risk and Society",2739
13241,"Nutrition, Metabolism and Cardiovascular Diseases",2712
22715,Annals of Agricultural and Environmental Medicine,1105
19600157307,Current Cardiovascular Imaging Reports,1307
4000148704,Heart Failure Clinics,2705
17957,Computers in Biology and Medicine,2718
4700152879,Health Information Management Journal,2911
19700166804,Ticks and Tick-borne Diseases,1109
18122,Nutritional Neuroscience,2916
19600166315,Nuclear Medicine and Molecular Imaging,2741
23368,Journal of Environmental Health,2308
19700185200,Journal of Natural Medicines,3003
21673,Journal of Craniofacial Surgery,2733
27682,European Journal of Cardiovascular Nursing,2705
26038,Endocrine Reviews,2712
15300154803,Anatomical Record,1305
13736,British Journal of Ophthalmology,2804
12499,Neuro-Oncology,1306
15741,Pediatric Neurology,2735
14155,Molecular Genetics and Metabolism,1311
19615,Antimicrobial Agents and Chemotherapy,2725
20340,Parasitology Research,2405
19900193221,Primary health care research & development,2904
12600154709,Geriatrics and Gerontology International,2717
21272,Journal of Experimental Medicine,2403
20249,Undersea and Hyperbaric Medicine,2740
13163,Epilepsy and Behavior,2802
21100369168,Synergy,2701
19400156832,Brain Impairment,2802
15599,Neuropediatrics,2735
19400158590,Journal of Neurodevelopmental Disorders,2735
21100201720,Education Therapeutique du Patient,2739
5800173383,Current Clinical Pharmacology,2736
20492,Annals of Vascular Surgery,2746
20233,Journal of Medical Microbiology,2404
21100218529,Value in Health Regional Issues,3001
19700200818,Hematologia,2730
15238,Iranian Biomedical Journal,1308
21100463103,Advances in Wound Care,2711
19700188435,Indian Journal of Public Health Research and Development,2739
19301,World Journal of Surgery,2746
20626,Clinical Pharmacology and Therapeutics,2736
22552,Cardiovascular Drugs and Therapy,3004
18966,Mutagenesis,2716
21100242835,Journal of Environmental Health Science and Engineering,2402
24836,"Indian Journal of Dermatology, Venereology and Leprology",2725
18004,American Journal of Respiratory Cell and Molecular Biology,1308
21100232417,"G3: Genes, Genomes, Genetics",1312
17952,Neurology,2728
19900191564,Journal of International Peacekeeping,2725
15097,Journal of Child Health Care,2919
27505,Human Reproduction,2743
4700151503,Journal of the American Board of Family Medicine,2714
3200147817,Journal of Pediatric Urology,2735
19800188017,"Journal of Orthopaedics, Trauma and Rehabilitation",2732
30824,Foot and Ankle International,2746
15031,Infant Mental Health Journal,2735
